domain_id	length	sccs	superfamily	species_id
d3cx2a_	107	b.1.1.4	b.1.1	3cx2
d1gxea_	130	b.1.1.4	b.1.1	1gxe
d1xiwb_	66	b.1.1.4	b.1.1	1xiw
d1xiwa_	91	b.1.1.4	b.1.1	1xiw
d1jbja1	86	b.1.1.4	b.1.1	1jbj
d3b5ha1	101	b.1.1.4	b.1.1	3b5h
d3b5ha2	80	b.1.1.4	b.1.1	3b5h
d2fcba1	85	b.1.1.4	b.1.1	2fcb
d2fcba2	88	b.1.1.4	b.1.1	2fcb
d3cafa_	100	b.1.1.4	b.1.1	3caf
d1ev2e2	93	b.1.1.4	b.1.1	1ev2
d1biha1	94	b.1.1.4	b.1.1	1bih
d1biha2	111	b.1.1.4	b.1.1	1bih
d1biha3	97	b.1.1.4	b.1.1	1bih
d1biha4	89	b.1.1.4	b.1.1	1bih
d2ifga1	92	b.1.1.4	b.1.1	2ifg
d1ucta1	95	b.1.1.4	b.1.1	1uct
d1f2qa1	78	b.1.1.4	b.1.1	1f2q
d1f2qa2	89	b.1.1.4	b.1.1	1f2q
d1iama2	82	b.1.1.4	b.1.1	1iam
d1zxqa2	86	b.1.1.4	b.1.1	1zxq
d1n26a1	93	b.1.1.4	b.1.1	1n26
d1f97a2	105	b.1.1.4	b.1.1	1f97
d1nkra1	96	b.1.1.4	b.1.1	1nkr
d1nkra2	99	b.1.1.4	b.1.1	1nkr
d1ugna1	96	b.1.1.4	b.1.1	1ugn
d2dypd2	91	b.1.1.4	b.1.1	2dyp
d1olla1	95	b.1.1.4	b.1.1	1oll
d1gsma1	90	b.1.1.4	b.1.1	1gsm
d1gsma2	116	b.1.1.4	b.1.1	1gsm
d1x44a1	90	b.1.1.4	b.1.1	1x44
d1epfa1	97	b.1.1.4	b.1.1	1epf
d1epfa2	92	b.1.1.4	b.1.1	1epf
d1qz1a3	98	b.1.1.4	b.1.1	1qz1
d1wwca_	105	b.1.1.4	b.1.1	1wwc
d1gl4b_	89	b.1.1.4	b.1.1	1gl4
d2c9aa1	96	b.1.1.4	b.1.1	2c9a
d1fltx_	95	b.1.1.4	b.1.1	1flt
d1olza1	91	b.1.1.4	b.1.1	1olz
d2cqva1	101	b.1.1.4	b.1.1	2cqv
d1fhga_	102	b.1.1.4	b.1.1	1fhg
d3d85d1	87	b.1.1.4	b.1.1	3d85
d1g1ca_	98	b.1.1.4	b.1.1	1g1c
d1koaa1	97	b.1.1.4	b.1.1	1koa
d1wita_	93	b.1.1.4	b.1.1	1wit
d4gafb1	97	b.1.1.4	b.1.1	4gaf
d4gafb2	103	b.1.1.4	b.1.1	4gaf
d4gafb3	106	b.1.1.4	b.1.1	4gaf
d1iray1	101	b.1.1.4	b.1.1	1ira
d1iray2	103	b.1.1.4	b.1.1	1ira
d1iray3	107	b.1.1.4	b.1.1	1ira
d1rhfa2	85	b.1.1.4	b.1.1	1rhf
d1vcaa2	90	b.1.1.4	b.1.1	1vca
d4hbqa2	108	b.1.1.4	b.1.1	4hbq
d1waaa_	92	b.1.1.4	b.1.1	1waa
d6a2ba2	93	b.1.1.0	b.1.1	6a2b
d6a2bb_	94	b.1.1.0	b.1.1	6a2b
d3dbxa2	96	b.1.1.0	b.1.1	3dbx
d5eb9a_	112	b.1.1.0	b.1.1	5eb9
d1u2ha_	96	b.1.1.0	b.1.1	1u2h
d6eh4d1	111	b.1.1.0	b.1.1	6eh4
d6ddmc_	88	b.1.1.0	b.1.1	6ddm
d4dzbb1	116	b.1.1.0	b.1.1	4dzb
d4gosa1	114	b.1.1.0	b.1.1	4gos
d6funa1	112	b.1.1.0	b.1.1	6fun
d4hbqa1	90	b.1.1.0	b.1.1	4hbq
d6cr1h2	104	b.1.1.0	b.1.1	6cr1
d2a38a1	100	b.1.1.0	b.1.1	2a38
d6dhba1	107	b.1.1.0	b.1.1	6dhb
d6c99a2	92	b.1.1.0	b.1.1	6c99
d3bn3b1	87	b.1.1.0	b.1.1	3bn3
d3bn3b2	109	b.1.1.0	b.1.1	3bn3
d7ahsa1	89	b.1.1.0	b.1.1	7ahs
d7ahsa2	88	b.1.1.0	b.1.1	7ahs
d7ahsa3	93	b.1.1.0	b.1.1	7ahs
d2h3na_	99	b.1.1.0	b.1.1	2h3n
d4c4ko1	92	b.1.1.0	b.1.1	4c4k
d2ntsp1	113	b.1.1.0	b.1.1	2nts
d5eiqa2	91	b.1.1.0	b.1.1	5eiq
d6a77a1	89	b.1.1.0	b.1.1	6a77
d6hcia_	97	b.1.1.0	b.1.1	6hci
d2oz4a1	84	b.1.1.0	b.1.1	2oz4
d2oz4a2	97	b.1.1.0	b.1.1	2oz4
d2oz4a3	84	b.1.1.0	b.1.1	2oz4
d3kvqa_	82	b.1.1.0	b.1.1	3kvq
d6arqa_	109	b.1.1.0	b.1.1	6arq
d6c6ma_	95	b.1.1.0	b.1.1	6c6m
d5fm5o1	89	b.1.1.0	b.1.1	5fm5
d2edna1	207	b.1.1.0	b.1.1	2edn
d6c74a_	111	b.1.1.0	b.1.1	6c74
d3bova_	104	b.1.1.0	b.1.1	3bov
d5e5ub1	104	b.1.1.0	b.1.1	5e5u
d1zoxa_	110	b.1.1.0	b.1.1	1zox
d1x4za1	108	b.1.2.1	b.1.2	1x4z
d2gysa1	103	b.1.2.1	b.1.2	2gys
d2gysa2	109	b.1.2.1	b.1.2	2gys
d2gysa3	94	b.1.2.1	b.1.2	2gys
d2gysa4	89	b.1.2.1	b.1.2	2gys
d4gs7c1	94	b.1.2.1	b.1.2	4gs7
d4gs7c2	98	b.1.2.1	b.1.2	4gs7
d2b5ic1	95	b.1.2.1	b.1.2	2b5i
d2b5ic2	96	b.1.2.1	b.1.2	2b5i
d1bqua1	95	b.1.2.1	b.1.2	1bqu
d1bqua2	113	b.1.2.1	b.1.2	1bqu
d1i1ra1	100	b.1.2.1	b.1.2	1i1r
d1va9a1	109	b.1.2.1	b.1.2	1va9
d1x5aa1	94	b.1.2.1	b.1.2	1x5a
d2djsa1	95	b.1.2.1	b.1.2	2djs
d1eerb1	109	b.1.2.1	b.1.2	1eer
d1eerb2	104	b.1.2.1	b.1.2	1eer
d2hfta1	102	b.1.2.1	b.1.2	2hft
d2hfta2	103	b.1.2.1	b.1.2	2hft
d1x3da1	105	b.1.2.1	b.1.2	1x3d
d2crza1	97	b.1.2.1	b.1.2	2crz
d1x4xa1	93	b.1.2.1	b.1.2	1x4x
d2crma1	107	b.1.2.1	b.1.2	2crm
d1x5xa1	96	b.1.2.1	b.1.2	1x5x
d1fnaa_	91	b.1.2.1	b.1.2	1fna
d1fnfa1	94	b.1.2.1	b.1.2	1fnf
d1fnfa2	91	b.1.2.1	b.1.2	1fnf
d1fnfa3	89	b.1.2.1	b.1.2	1fnf
d1fnha1	90	b.1.2.1	b.1.2	1fnh
d1fnha2	90	b.1.2.1	b.1.2	1fnh
d1owwa_	93	b.1.2.1	b.1.2	1oww
d2fnba_	95	b.1.2.1	b.1.2	2fnb
d1j8ka_	94	b.1.2.1	b.1.2	1j8k
d1cd9b1	107	b.1.2.1	b.1.2	1cd9
d1cd9b2	99	b.1.2.1	b.1.2	1cd9
d1axib1	85	b.1.2.1	b.1.2	1axi
d1axib2	106	b.1.2.1	b.1.2	1axi
d2ic2a1	101	b.1.2.1	b.1.2	2ic2
d2ibga1	95	b.1.2.1	b.1.2	2ibg
d2dtge1	102	b.1.2.1	b.1.2	2dtg
d2dtge2	116	b.1.2.1	b.1.2	2dtg
d2dtge3	125	b.1.2.1	b.1.2	2dtg
d3f7pc1	91	b.1.2.1	b.1.2	3f7p
d3f7pc2	109	b.1.2.1	b.1.2	3f7p
d1qg3a1	92	b.1.2.1	b.1.2	1qg3
d1qg3a2	103	b.1.2.1	b.1.2	1qg3
d2hyma1	109	b.1.2.1	b.1.2	2hym
d2hyma2	103	b.1.2.1	b.1.2	2hym
d1fyhb1	98	b.1.2.1	b.1.2	1fyh
d1fyhb2	103	b.1.2.1	b.1.2	1fyh
d1y6kr1	99	b.1.2.1	b.1.2	1y6k
d1y6kr2	106	b.1.2.1	b.1.2	1y6k
d4gs7b1	91	b.1.2.1	b.1.2	4gs7
d4gs7b2	101	b.1.2.1	b.1.2	4gs7
d2b5ib1	92	b.1.2.1	b.1.2	2b5i
d2b5ib2	104	b.1.2.1	b.1.2	2b5i
d1iarb1	96	b.1.2.1	b.1.2	1iar
d1iarb2	92	b.1.2.1	b.1.2	1iar
d1n26a2	102	b.1.2.1	b.1.2	1n26
d1n26a3	104	b.1.2.1	b.1.2	1n26
d1x5ya1	98	b.1.2.1	b.1.2	1x5y
d1x5ha1	119	b.1.2.1	b.1.2	1x5h
d1x5fa1	107	b.1.2.1	b.1.2	1x5f
d1x5ka1	111	b.1.2.1	b.1.2	1x5k
d1x5ga1	103	b.1.2.1	b.1.2	1x5g
d1x5ia1	113	b.1.2.1	b.1.2	1x5i
d1x5ja1	100	b.1.2.1	b.1.2	1x5j
d2haza1	101	b.1.2.1	b.1.2	2haz
d2vkwa2	92	b.1.2.1	b.1.2	2vkw
d1cfba1	100	b.1.2.1	b.1.2	1cfb
d1cfba2	105	b.1.2.1	b.1.2	1cfb
d1f6fb1	96	b.1.2.1	b.1.2	1f6f
d1f6fb2	99	b.1.2.1	b.1.2	1f6f
d1x5za1	102	b.1.2.1	b.1.2	1x5z
d2dlha1	210	b.1.2.1	b.1.2	2dlh
d2dn7a1	94	b.1.2.1	b.1.2	2dn7
d2cspa1	117	b.1.2.1	b.1.2	2csp
d1wisa1	111	b.1.2.1	b.1.2	1wis
d1wf5a1	108	b.1.2.1	b.1.2	1wf5
d1wfoa1	117	b.1.2.1	b.1.2	1wfo
d1wfna1	106	b.1.2.1	b.1.2	1wfn
d1qr4a1	87	b.1.2.1	b.1.2	1qr4
d1qr4a2	88	b.1.2.1	b.1.2	1qr4
d1tdqa1	93	b.1.2.1	b.1.2	1tdq
d1tdqa2	92	b.1.2.1	b.1.2	1tdq
d1tdqa3	86	b.1.2.1	b.1.2	1tdq
d2cuma1	93	b.1.2.1	b.1.2	2cum
d2cuia1	101	b.1.2.1	b.1.2	2cui
d2cuha1	102	b.1.2.1	b.1.2	2cuh
d3d85d2	119	b.1.2.1	b.1.2	3d85
d3d85d3	84	b.1.2.1	b.1.2	3d85
d2rb8a_	93	b.1.2.1	b.1.2	2rb8
d3n1fc_	94	b.1.2.1	b.1.2	3n1f
d4eq3a1	98	b.1.2.0	b.1.2	4eq3
d4eq3a2	105	b.1.2.0	b.1.2	4eq3
d2doca1	207	b.1.2.0	b.1.2	2doc
d2dmka1	205	b.1.2.0	b.1.2	2dmk
d2dbja1	213	b.1.2.0	b.1.2	2dbj
d1b4ra_	80	b.1.3.1	b.1.3	1b4r
d1l0qa1	90	b.1.3.1	b.1.3	1l0q
d1yq2a1	112	b.1.4.1	b.1.4	1yq2
d1yq2a2	93	b.1.4.1	b.1.4	1yq2
d1jz8a1	114	b.1.4.1	b.1.4	1jz8
d1jz8a2	105	b.1.4.1	b.1.4	1jz8
d4cu7a2	120	b.1.4.1	b.1.4	4cu7
d4cu7a5	119	b.1.4.1	b.1.4	4cu7
d1bhga1	103	b.1.4.1	b.1.4	1bhg
d2je8a1	111	b.1.4.1	b.1.4	2je8
d2je8a2	81	b.1.4.1	b.1.4	2je8
d2je8a3	105	b.1.4.1	b.1.4	2je8
d2vzsa1	110	b.1.4.1	b.1.4	2vzs
d2vzsa2	121	b.1.4.1	b.1.4	2vzs
d2vzsa3	103	b.1.4.1	b.1.4	2vzs
d6bjqa2	87	b.1.4.0	b.1.4	6bjq
d5c71a2	95	b.1.4.0	b.1.4	5c71
d1f13a2	112	b.1.5.1	b.1.5	1f13
d1f13a3	101	b.1.5.1	b.1.5	1f13
d1ex0a2	112	b.1.5.1	b.1.5	1ex0
d1ex0a3	100	b.1.5.1	b.1.5	1ex0
d1l9na2	114	b.1.5.1	b.1.5	1l9n
d1l9na3	99	b.1.5.1	b.1.5	1l9n
d2q3za2	114	b.1.5.1	b.1.5	2q3z
d2q3za3	98	b.1.5.1	b.1.5	2q3z
d1g0da2	109	b.1.5.1	b.1.5	1g0d
d1g0da3	101	b.1.5.1	b.1.5	1g0d
d1l3wa3	113	b.1.6.1	b.1.6	1l3w
d1l3wa4	107	b.1.6.1	b.1.6	1l3w
d1l3wa5	107	b.1.6.1	b.1.6	1l3w
d1edha2	112	b.1.6.1	b.1.6	1edh
d1op4a_	136	b.1.6.1	b.1.6	1op4
d1u2ca1	103	b.1.6.2	b.1.6	1u2c
d1j48a_	106	b.1.7.1	b.1.7	1j48
d2mcma_	112	b.1.7.1	b.1.7	2mcm
d2cboa_	115	b.1.7.1	b.1.7	2cbo
d1ej8a_	140	b.1.8.1	b.1.8	1ej8
d2aqma_	154	b.1.8.1	b.1.8	2aqm
d2wyta_	153	b.1.8.1	b.1.8	2wyt
d1pzsa_	171	b.1.8.1	b.1.8	1pzs
d3f7la_	151	b.1.8.1	b.1.8	3f7l
d1pl3a_	186	b.1.9.1	b.1.9	1pl3
d1i8aa_	189	b.1.9.2	b.1.9	1i8a
d1ulva3	245	b.1.9.3	b.1.9	1ulv
d1kyfa1	133	b.1.10.1	b.1.10	1kyf
d2g30a1	120	b.1.10.1	b.1.10	2g30
d1p4ua_	145	b.1.10.2	b.1.10	1p4u
d1gyva_	120	b.1.10.2	b.1.10	1gyv
d2a7ba_	120	b.1.10.2	b.1.10	2a7b
d1r4xa1	163	b.1.10.3	b.1.10	1r4x
d1p5va1	112	b.1.11.1	b.1.11	1p5v
d3bwuc1	116	b.1.11.1	b.1.11	3bwu
d1qpxa1	115	b.1.11.1	b.1.11	1qpx
d2bvua_	123	b.1.11.2	b.1.11	2bvu
d1rowa_	107	b.1.11.2	b.1.11	1row
d2cria1	202	b.1.11.0	b.1.11	2cri
d4ay0a1	104	b.1.11.0	b.1.11	4ay0
d2qfra1	112	b.1.12.0	b.1.12	2qfr
d1vzia1	88	b.1.13.1	b.1.13	1vzi
d1f00i1	95	b.1.14.1	b.1.14	1f00
d1f00i2	89	b.1.14.1	b.1.14	1f00
d1cwva1	94	b.1.14.1	b.1.14	1cwv
d1cwva2	96	b.1.14.1	b.1.14	1cwv
d1cwva3	103	b.1.14.1	b.1.14	1cwv
d1cwva4	91	b.1.14.1	b.1.14	1cwv
d1tyeb1	135	b.1.15.1	b.1.15	1tye
d1m1xa1	160	b.1.15.1	b.1.15	1m1x
d1m1xa2	139	b.1.15.1	b.1.15	1m1x
d1m1xa3	190	b.1.15.1	b.1.15	1m1x
d5ffga2	155	b.1.15.0	b.1.15	5ffg
d4g1ma3	139	b.1.15.0	b.1.15	4g1m
d4g1ma4	192	b.1.15.0	b.1.15	4g1m
d1l6pa_	121	b.1.17.1	b.1.17	1l6p
d6dnva1	122	b.1.17.0	b.1.17	6dnv
d2cxka1	82	b.1.18.1	b.1.18	2cxk
d3brfa1	119	b.1.18.1	b.1.18	3brf
d3brda1	119	b.1.18.1	b.1.18	3brd
d1my7a_	107	b.1.18.1	b.1.18	1my7
d2as5m1	103	b.1.18.1	b.1.18	2as5
d1p7hl1	103	b.1.18.1	b.1.18	1p7h
d1imhc1	101	b.1.18.1	b.1.18	1imh
d1m7xa1	110	b.1.18.2	b.1.18	1m7x
d1qbaa1	105	b.1.18.2	b.1.18	1qba
d2bvya1	82	b.1.18.2	b.1.18	2bvy
d4cu7a4	108	b.1.18.2	b.1.18	4cu7
d1clca2	100	b.1.18.2	b.1.18	1clc
d1ut9a2	98	b.1.18.2	b.1.18	1ut9
d1edqa1	109	b.1.18.2	b.1.18	1edq
d3bmva1	83	b.1.18.2	b.1.18	3bmv
d1h3ga1	93	b.1.18.2	b.1.18	1h3g
d1qhoa1	81	b.1.18.2	b.1.18	1qho
d1k3ia1	102	b.1.18.2	b.1.18	1k3i
d1txka1	115	b.1.18.2	b.1.18	1txk
d1ulva2	89	b.1.18.2	b.1.18	1ulv
d2bhua1	97	b.1.18.2	b.1.18	2bhu
d1eh9a1	90	b.1.18.2	b.1.18	1eh9
d1f1sa2	78	b.1.18.2	b.1.18	1f1s
d1bf2a1	162	b.1.18.2	b.1.18	1bf2
d1ji1a1	122	b.1.18.2	b.1.18	1ji1
d1j0ha1	123	b.1.18.2	b.1.18	1j0h
d2fhfa1	115	b.1.18.2	b.1.18	2fhf
d2fhfa2	125	b.1.18.2	b.1.18	2fhf
d1w8oa1	103	b.1.18.2	b.1.18	1w8o
d1llaa3	241	b.1.18.3	b.1.18	1lla
d1hc1a3	244	b.1.18.3	b.1.18	1hc1
d1ok8a1	97	b.1.18.4	b.1.18	1ok8
d1svba1	93	b.1.18.4	b.1.18	1svb
d1s6na_	115	b.1.18.4	b.1.18	1s6n
d2v33a_	91	b.1.18.4	b.1.18	2v33
d1im3d_	95	b.1.18.5	b.1.18	1im3
d2a9da1	123	b.1.18.6	b.1.18	2a9d
d1nepa_	130	b.1.18.7	b.1.18	1nep
d1xwva_	129	b.1.18.7	b.1.18	1xwv
d3t5gb_	147	b.1.18.8	b.1.18	3t5g
d1f13a1	184	b.1.18.9	b.1.18	1f13
d1ex0a1	173	b.1.18.9	b.1.18	1ex0
d1l9na1	140	b.1.18.9	b.1.18	1l9n
d2q3za1	131	b.1.18.9	b.1.18	2q3z
d1g0da1	135	b.1.18.9	b.1.18	1g0d
d1qfha1	104	b.1.18.10	b.1.18	1qfh
d1qfha2	108	b.1.18.10	b.1.18	1qfh
d2w0pa_	93	b.1.18.10	b.1.18	2w0p
d2dmba1	111	b.1.18.10	b.1.18	2dmb
d2e9ja1	216	b.1.18.10	b.1.18	2e9j
d2dmca1	103	b.1.18.10	b.1.18	2dmc
d2diba1	115	b.1.18.10	b.1.18	2dib
d2d7na1	80	b.1.18.10	b.1.18	2d7n
d2d7pa1	99	b.1.18.10	b.1.18	2d7p
d1g4ma1	171	b.1.18.11	b.1.18	1g4m
d1g4ma2	185	b.1.18.11	b.1.18	1g4m
d1cvra1	82	b.1.18.12	b.1.18	1cvr
d1ehxa_	94	b.1.18.13	b.1.18	1ehx
d1pbya3	78	b.1.18.14	b.1.18	1pby
d1pbya4	138	b.1.18.14	b.1.18	1pby
d1jmxa3	82	b.1.18.14	b.1.18	1jmx
d2omza1	79	b.1.18.15	b.1.18	2omz
d1n9pa_	197	b.1.18.16	b.1.18	1n9p
d1p7ba1	142	b.1.18.16	b.1.18	1p7b
d1xl4a1	161	b.1.18.16	b.1.18	1xl4
d1ix2a_	102	b.1.18.17	b.1.18	1ix2
d1uadc_	92	b.1.18.18	b.1.18	1uad
d1v8ha1	106	b.1.18.19	b.1.18	1v8h
d3c8da1	136	b.1.18.20	b.1.18	3c8d
d1z0na1	87	b.1.18.21	b.1.18	1z0n
d2qlvb1	87	b.1.18.21	b.1.18	2qlv
d2q0zx2	114	b.1.18.22	b.1.18	2q0z
d3es6b1	118	b.1.18.23	b.1.18	3es6
d4a02a_	166	b.1.18.0	b.1.18	4a02
d5e6za1	110	b.1.18.0	b.1.18	5e6z
d3edea1	93	b.1.18.0	b.1.18	3ede
d2j3sa2	73	b.1.18.0	b.1.18	2j3s
d2ds4a1	208	b.1.18.0	b.1.18	2ds4
d2oxga_	108	b.1.18.0	b.1.18	2oxg
d5fjqa_	180	b.1.18.0	b.1.18	5fjq
d1wzla1	120	b.1.18.0	b.1.18	1wzl
d1o75a1	126	b.1.20.1	b.1.20	1o75
d1o75a2	82	b.1.20.1	b.1.20	1o75
d1osya_	114	b.1.21.1	b.1.21	1osy
d6a6ya_	152	b.1.22.0	b.1.22	6a6y
d1xq4a_	123	b.1.23.1	b.1.23	1xq4
d1xvsa_	124	b.1.23.1	b.1.23	1xvs
d5hdwa1	128	b.1.23.0	b.1.23	5hdw
d1xaka_	68	b.1.24.1	b.1.24	1xak
d1xo8a_	151	b.1.25.1	b.1.25	1xo8
d3e1za_	109	b.1.26.1	b.1.26	3e1z
d2nqda_	109	b.1.26.1	b.1.26	2nqd
d2c34a1	113	b.1.26.1	b.1.26	2c34
d2ciob_	5	b.1.26.0	b.1.26	2cio
d2dpka1	121	b.1.27.1	b.1.27	2dpk
d3gina_	116	b.1.27.1	b.1.27	3gin
d3e9ta1	110	b.1.27.0	b.1.27	3e9t
d3e9ua1	155	b.1.27.0	b.1.27	3e9u
d3fsoa1	108	b.1.27.0	b.1.27	3fso
d2o6pa1	122	b.1.28.1	b.1.28	2o6p
d2h3ka1	144	b.1.28.1	b.1.28	2h3k
d4h8qa_	119	b.1.28.0	b.1.28	4h8q
d4fc3e_	144	b.1.28.0	b.1.28	4fc3
d1ayoa_	130	b.1.29.1	b.1.29	1ayo
d2a73b2	144	b.1.29.1	b.1.29	2a73
d3cu7a8	132	b.1.29.1	b.1.29	3cu7
d2a73a1	96	b.1.29.2	b.1.29	2a73
d3cu7a1	101	b.1.29.2	b.1.29	3cu7
d2a73a2	103	b.1.29.3	b.1.29	2a73
d3cu7a2	102	b.1.29.3	b.1.29	3cu7
d2a73a3	120	b.1.29.4	b.1.29	2a73
d3cu7a3	126	b.1.29.4	b.1.29	3cu7
d2a73a4	98	b.1.29.5	b.1.29	2a73
d3cu7a4	110	b.1.29.5	b.1.29	3cu7
d2a73a5	109	b.1.29.6	b.1.29	2a73
d3cu7a5	106	b.1.29.6	b.1.29	3cu7
d2a73.1	104	b.1.29.7	b.1.29	2a73
d3cu7a6	95	b.1.29.7	b.1.29	3cu7
d2a73b1	105	b.1.29.8	b.1.29	2a73
d3cu7a7	99	b.1.29.8	b.1.29	3cu7
d4fkea3	89	b.1.30.0	b.1.30	4fke
d1f0la1	155	b.2.1.1	b.2.1	1f0l
d1e5ba_	87	b.2.2.1	b.2.2	1e5b
d1exha_	110	b.2.2.1	b.2.2	1exh
d3bwza_	171	b.2.2.2	b.2.2	3bwz
d4b9fa_	152	b.2.2.2	b.2.2	4b9f
d2vn6a_	151	b.2.2.2	b.2.2	2vn6
d1aoha_	143	b.2.2.2	b.2.2	1aoh
d1ga2a2	158	b.2.2.2	b.2.2	1ga2
d1g87a2	157	b.2.2.2	b.2.2	1g87
d2vo8a1	135	b.2.2.2	b.2.2	2vo8
d2ozna1	133	b.2.2.2	b.2.2	2ozn
d2ccla2	146	b.2.2.2	b.2.2	2ccl
d1qbaa2	173	b.2.2.3	b.2.2	1qba
d2xbta_	158	b.2.2.0	b.2.2	2xbt
d4b9pa_	166	b.2.2.0	b.2.2	4b9p
d5gxxa2	157	b.2.2.0	b.2.2	5gxx
d4b9ca1	146	b.2.2.0	b.2.2	4b9c
d4dh2a1	156	b.2.2.0	b.2.2	4dh2
d1amxa_	150	b.2.3.1	b.2.3	1amx
d1p5vb_	136	b.2.3.2	b.2.3	1p5v
d2axwa1	121	b.2.3.2	b.2.3	2axw
d2uy6b1	150	b.2.3.2	b.2.3	2uy6
d2j2zb1	150	b.2.3.2	b.2.3	2j2z
d1n12a_	138	b.2.3.2	b.2.3	1n12
d1pdkb_	149	b.2.3.2	b.2.3	1pdk
d2cnza_	123	b.2.3.2	b.2.3	2cnz
d1j8ra_	196	b.2.3.3	b.2.3	1j8r
d1n67a1	141	b.2.3.4	b.2.3	1n67
d1n67a2	191	b.2.3.4	b.2.3	1n67
d1r17a1	149	b.2.3.4	b.2.3	1r17
d1r17a2	172	b.2.3.4	b.2.3	1r17
d1zk5a_	172	b.2.3.5	b.2.3	1zk5
d2okma_	146	b.2.3.0	b.2.3	2okm
d2bcma_	138	b.2.3.0	b.2.3	2bcm
d3d06a_	179	b.2.5.2	b.2.5	3d06
d1t4wa_	196	b.2.5.2	b.2.5	1t4w
d1bvoa_	175	b.2.5.3	b.2.5	1bvo
d1a3qa2	184	b.2.5.3	b.2.5	1a3q
d2as5m2	180	b.2.5.3	b.2.5	2as5
d1p7hl2	183	b.2.5.3	b.2.5	1p7h
d1h6fa_	184	b.2.5.4	b.2.5	1h6f
d1uura2	212	b.2.5.5	b.2.5	1uur
d1bg1a2	254	b.2.5.5	b.2.5	1bg1
d1eaqa_	124	b.2.5.6	b.2.5	1eaq
d1mnna_	290	b.2.5.7	b.2.5	1mnn
d3brfa2	146	b.2.5.8	b.2.5	3brf
d3brda2	148	b.2.5.8	b.2.5	3brd
d1e2wa1	187	b.2.6.1	b.2.6	1e2w
d2pr9a1	254	b.2.7.1	b.2.7	2pr9
d2qtva2	159	b.2.8.1	b.2.8	2qtv
d1pd0a2	177	b.2.8.1	b.2.8	1pd0
d2dewx1	165	b.2.9.1	b.2.9	2dew
d1vema1	99	b.3.1.1	b.3.1	1vem
d3bmva2	105	b.3.1.1	b.3.1	3bmv
d5ghla_	108	b.3.1.1	b.3.1	5ghl
d1ac0a_	108	b.3.1.1	b.3.1	1ac0
d1nkga1	87	b.3.1.2	b.3.1	1nkg
d2fhfa3	131	b.3.1.3	b.3.1	2fhf
d2j43a1	107	b.3.1.3	b.3.1	2j43
d2j43a2	112	b.3.1.3	b.3.1	2j43
d2j73a_	103	b.3.1.3	b.3.1	2j73
d1h8la1	79	b.3.2.1	b.3.2	1h8l
d1uwya1	97	b.3.2.1	b.3.2	1uwy
d2b59b2	96	b.3.2.2	b.3.2	2b59
d1lm8v_	150	b.3.3.1	b.3.3	1lm8
d1f86a_	115	b.3.4.1	b.3.4	1f86
d2g2na_	111	b.3.4.0	b.3.4	2g2n
d2h6ua_	114	b.3.4.0	b.3.4	2h6u
d1d2pa1	90	b.3.5.1	b.3.5	1d2p
d1d2pa4	96	b.3.5.1	b.3.5	1d2p
d1d2oa1	90	b.3.5.1	b.3.5	1d2o
d1ti6b1	79	b.3.5.1	b.3.5	1ti6
d1dmha_	309	b.3.6.1	b.3.6	1dmh
d1s9aa_	256	b.3.6.1	b.3.6	1s9a
d3mv4a_	200	b.3.6.1	b.3.6	3mv4
d3mv4m_	238	b.3.6.1	b.3.6	3mv4
d4cr2z3	62	b.3.8.1	b.3.8	4cr2
d4adya3	96	b.3.8.1	b.3.8	4ady
d1c3ga1	80	b.4.1.1	b.4.1	1c3g
d1c3ga2	90	b.4.1.1	b.4.1	1c3g
d1nlta1	74	b.4.1.1	b.4.1	1nlt
d1nlta2	80	b.4.1.1	b.4.1	1nlt
d3agxa2	95	b.4.1.0	b.4.1	3agx
d1ok0a_	74	b.5.1.1	b.5.1	1ok0
d2ov0a_	105	b.6.1.1	b.6.1	2ov0
d1qhqa_	139	b.6.1.1	b.6.1	1qhq
d2ccwa_	129	b.6.1.1	b.6.1	2ccw
d3fsaa_	122	b.6.1.1	b.6.1	3fsa
d1ws8a_	104	b.6.1.1	b.6.1	1ws8
d1f56a_	91	b.6.1.1	b.6.1	1f56
d2bz7a_	102	b.6.1.1	b.6.1	2bz7
d3cvba_	105	b.6.1.1	b.6.1	3cvb
d4dp9x_	99	b.6.1.1	b.6.1	4dp9
d1plca_	99	b.6.1.1	b.6.1	1plc
d2ux6a_	122	b.6.1.1	b.6.1	2ux6
d2cala_	153	b.6.1.1	b.6.1	2cal
d7cohb2	137	b.6.1.2	b.6.1	7coh
d2dyrb1	137	b.6.1.2	b.6.1	2dyr
d2cuaa_	122	b.6.1.2	b.6.1	2cua
d1cyxa_	158	b.6.1.2	b.6.1	1cyx
d1aoza3	214	b.6.1.3	b.6.1	1aoz
d1aoza2	209	b.6.1.3	b.6.1	1aoz
d1aoza1	129	b.6.1.3	b.6.1	1aoz
d1sdda2	102	b.6.1.3	b.6.1	1sdd
d1sddb1	67	b.6.1.3	b.6.1	1sdd
d1sddb2	124	b.6.1.3	b.6.1	1sdd
d2q9oa3	216	b.6.1.3	b.6.1	2q9o
d1hfua3	200	b.6.1.3	b.6.1	1hfu
d2q9oa2	181	b.6.1.3	b.6.1	2q9o
d1hfua2	169	b.6.1.3	b.6.1	1hfu
d2q9oa1	162	b.6.1.3	b.6.1	2q9o
